id,text,first_name,last_name,title,time
41984,I'd like to respond.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41985,"Go ahead, Senator.",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41986,He called me out by name.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41987,There was a -- I thought...,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41988,"... and referred to what I talk about as a \""sideshow.\""",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41989,"You know, this is personal for me.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41990,"When I was 21 years old, I got my first job as a special education teacher.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41991,I loved that job.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41992,"And by the end of the first year, I was visibly pregnant.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41993,The principal wished me luck and gave my job to someone else.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41994,"Pregnancy discrimination, you bet.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41995,But I was 21 years old.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41996,I didn't have a union to protect me.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41997,And I didn't have any federal law on my side.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41998,"So I packed up my stuff, and I went home.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41999,"At least I didn't have a boss who said to me, \""Kill it,\"" the way that Mayor Bloomberg is alleged to have said...",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42000,I never said that.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42002,... to one of his pregnant employees.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42003,People want a chance to hear...,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42004,People want a chance to hear from the women who have worked for...,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42005,I never said that.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42006,"And for the record, if she was a teacher in New York City, she would never have had that problem.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42007,"We treated our teachers the right way, and the unions will tell you exactly that.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42008,"Well, Mayor Bloomberg, Senator Warren has raised...",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42009,Then let us -- let us have -- the women have an opportunity to speak.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42010,The Bloomberg corporations and Mayor Bloomberg himself have been accused of discrimination.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42011,They are bound by nondisclosures so that they cannot speak.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42012,"If he says there is nothing to hide here, then sign a blanket release and let those women speak out...",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42013,... so that they can tell their stories the way I can tell my story without having the fear they're going to be sued by a billionaire.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42014,Thank you.,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42015,Thank you.,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42016,"We have a number of issues to discuss tonight, but I want to give the mayor an opportunity to respond, because she has raised concerns about women in your workplace.",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42017,"At the last debate, you said some of your female employees might not have liked some of your jokes.",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42018,Did these women take your jokes wrong?,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42019,Or were you wrong to make the jokes?,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42020,Probably wrong to make the jokes.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42021,I don't remember what they were.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42022,"So I assume -- if it bothered them, I was wrong, and I apologize.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42023,I'm sorry for that.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42024,But what happened here is we went back 40 years and we could only find three cases where women said they were uncomfortable.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42025,Nobody accused me of doing anything other than just making a comment or two.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42026,And what the senator did suggest was that we release these women from the nondisclosure agreement.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42027,"I did that two days later, and my company has said we will not use nondisclosure agreements ever again.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42028,The senator has got it.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42029,And I don't know what else she wants us to do.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42030,"Oh, I'll be clear.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42031,We're following exactly what she asked to do.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42032,I'll tell you exactly what I want you to do.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42033,"And the trouble is with this senator, enough is never enough for what this -- I'm going to start focusing on some of these other things.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42034,We just cannot continue to re-litigate this every time.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42035,We did what she asked.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42036,"And, thank you, we've probably made the world better because of it.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42037,"And by my company renouncing using these, we probably changed, hopefully, the corporate landscape all across America.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42038,"If you get nominated, we'll be re-litigating this all year.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42039,"Sorry, Mayor, you did not do what I asked.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42040,"Senator Warren, that is a very serious charge that you leveled at the mayor.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42041,Yes.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42042,He told a woman to get an abortion.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42043,What evidence do you have of that?,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42044,Her own words.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42045,"And, Mayor Bloomberg, could you respond to this?",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42046,"I never said it, period, end of story.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42047,Categorically never said it.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42048,"When it was accused -- when I was accused of doing it, we couldn't figure out what she was talking about.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42049,"But right now, I'm sorry if she heard what she thought she heard, or whatever happened.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42050,I didn't take any pleasure in that.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42051,And we've just got to go on.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42052,But I never said it.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42053,Come on.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42054,What I asked the mayor to do is to do a release of all people who have discrimination claims...,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42055,"We are doing that, Senator.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42056,We want to get to the -- we want to get to the issue -- we want to get to the issue of electability and the ideological difference within the Democratic Party.,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42057,OK.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42058,"Senator Sanders, the cost of your agenda.",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42059,"Yesterday, you released information about how you will pay for your major proposals, but not all of your details are clear.",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42060,You've proposed more than $50 trillion in new spending.,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42061,Over a 10-year period.,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42062,You've said Medicare for all will cost $30 trillion.,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42063,Over a 10-year period.,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42064,But you can only explain how you'll pay for just about half of that.,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42065,Can you do the math for the rest of us?,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42066,How many hours do you have?,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42067,Two.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42068,That's the problem.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42069,"No, it's not the problem.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42070,"All right, let's talk about Medicare for all.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42071,"I'm sure you're familiar with the new study that just came out of Yale University, published in Lancet magazine, one of the prestigious medical journals in the world.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42072,You know what it said?,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42361,Joe voted for the war in Iraq.,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42073,"Medicare for all will lower health care costs in this country by $450 billion a year and save 68,000 lives of people who otherwise would have died.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42074,"What we need to do is to do what every other major country on Earth does: guarantee health care to all people, not have thousands of separate insurance plans, which are costing us some $500 billion a year to administer.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42075,Our plan -- we have laid out options all over the place.,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42076,"One of the options is a 7.5 percent payroll tax on employers, which will save them substantial sums of money.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42077,Another...,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42078,"Bernie, let me -- let me respond to this.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42079,You asked me a question.,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42080,"Senator Klobuchar, does the math add up?",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42081,"No, the math does not add up.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42082,"In fact, just on \""60 Minutes\"" this weekend, he said he wasn't going to rattle through the nickels and the dimes.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42083,"Well, let me tell you how many nickels and dimes we're talking about: nearly $60 trillion.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42084,"Do you know how much that is, for all of his programs?",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
